Name,Handle,Party,Bio
Hans Biering Fonsbøl,@hfonsboel,Å,"Kandidat til Folketinget og til Regionsrådet i Region Syddanmark for Alternativet
Privatpraktiserende psykolog, cand.pæd.psych.aut."
Rinnie Ilsøe,@hfonsboel,Å,"Kandidat til Folketinget og til Regionsrådet i Region Syddanmark for Alternativet
Privatpraktiserende psykolog, cand.pæd.psych.aut."
Carsten Sohl,@SohlC,Å,
Ane Line Søndergaard,@SohlC,Å,
Michael Winther,@CAPS_dad,Å,
Kent Nielsen,@CAPS_dad,UDEN,
Kenneth Vestergaard,@kennethvest,UDEN,
Anders Andreasen,@kennethvest,A,
Lars Fibæk,@kennethvest,A,
Karin Gaardsted,@KarinGaardsted,A,Medlem af Folketinget for Socialdemokraterne - valgt i Midt- og Vestjyllands storkreds
Mogens Jensen,@KarinGaardsted,A,Medlem af Folketinget for Socialdemokraterne - valgt i Midt- og Vestjyllands storkreds
Thomas Jensen,@KarinGaardsted,A,Medlem af Folketinget for Socialdemokraterne - valgt i Midt- og Vestjyllands storkreds
Annette Lind,@annette_lind,A,Socialdemokratisk folketingsmedlem. Gruppesekretær. Tingsekretær. Ordfører for Nordisk Råd. Udenrigsordfører. Medlem af Udenrigspolitisk Nævn
Tina Mortensen,@TinaMortensen1,A,
Mette Lykke Nielsen,@MetteNielsen,A,"Owner of Lykke Advice. Tweeting about EU, politics, public affairs, fur, fashion, farming, health, trade and whatever else I find interesting!"
Anne Paulin,@Paulin_Anne,A,"MF for S, klima- energi og forsyningsordfører, formand for Folketingets skatteudvalg, medlem af Nationalbankens bestyrelse. tlf. 61625140"
Peter Kempf Pedersen,@Paulin_Anne,A,"MF for S, klima- energi og forsyningsordfører, formand for Folketingets skatteudvalg, medlem af Nationalbankens bestyrelse. tlf. 61625140"
Per Kamp Stefansen,@Paulin_Anne,A,"MF for S, klima- energi og forsyningsordfører, formand for Folketingets skatteudvalg, medlem af Nationalbankens bestyrelse. tlf. 61625140"
Johan Brødsgaard,@StemJohan,B,"1. Viceborgmeter i Silkeborg Kommune. Formand for Kultur, Fritid, Outdoor og Idræt. Medlem af Forretningsudvalget i R. FT-kandidat i Vestjylland."
Signe Driefer,@StemJohan,B,"1. Viceborgmeter i Silkeborg Kommune. Formand for Kultur, Fritid, Outdoor og Idræt. Medlem af Forretningsudvalget i R. FT-kandidat i Vestjylland."
Michael Flarup,@StemJohan,B,"1. Viceborgmeter i Silkeborg Kommune. Formand for Kultur, Fritid, Outdoor og Idræt. Medlem af Forretningsudvalget i R. FT-kandidat i Vestjylland."
Kathrine Olldag,@KathrineOlldag,B,"Radikal type. Glad for EU, klima- og energipolitik, uddannelse, human udlændingepolitik, cirkulær økonomi og tegneserier. Tweets for egen regning."
Josefine Schlosser,@KathrineOlldag,B,"Radikal type. Glad for EU, klima- og energipolitik, uddannelse, human udlændingepolitik, cirkulær økonomi og tegneserier. Tweets for egen regning."
Keld Marstrand Wang,@KeldWang,B,kommer senere
Lise Bertelsen,@LiseBertelsen,C,
Mogens Birkelund,@scnordic,C,"Entrepreneur on solutions that will help save the world. Smarter grid and consumers, simply because it makes perfect sense."
Ole Gade,@scnordic,C,"Entrepreneur on solutions that will help save the world. Smarter grid and consumers, simply because it makes perfect sense."
Bitten Kvist Jakobsen,@scnordic,C,"Entrepreneur on solutions that will help save the world. Smarter grid and consumers, simply because it makes perfect sense."
Siff Tang Lassen,@scnordic,C,"Entrepreneur on solutions that will help save the world. Smarter grid and consumers, simply because it makes perfect sense."
MICHAEL NORUP,@MICHAEL_NORUP_,C,
Søren Pape Poulsen,@SorenPape,C,Formand for @Konservativedk |
Lennart Qvist,@QvistLennart,C,
Trine Trærup Roungkvist,@QvistLennart,C,
Dina Raabjerg,@nkokdm,C,"Konservativ kandidat til Europa-
Parlamentet. Forretningsudvikler. Bestyrelsesmedlem. Tlf 20466921
nkokdm@icloud.com"
Gitte Willumsen,@GitteWillumsen1,C,"Folketingsmedlem for Det Konservative Folkeparti. 

Uddannelses- og ungdomsuddannelsesordfører + Boligordfører"
Alan Berg,@PercentBerg,D,"@WynnBET Vice President of Trading - Las Vegas by way of Montana and other stops - NFL, NFL, NFL and NFL, in that order"
Frederik Knud Nielsen,@FrederikKnudN,D,"Udvikling af lægemidler @Novartis - Gode vilkår for evidens, forskning og innovation indenfor sundhedsområdet. Kontakt: frederik.nielsen@novartis.com"
Hans Ritter,@hansCritter,D,"Filmmaker, Music Geek, Concerned Citizen, Aquarium Drinker."
Tenna Røberg,@tenna_berg,D,
Mogens Aaby,@AabyMogens,D,Mogens Aaby. For et stærkere og større civilsamfund. Nye Borgerlige Vestjylland.
Meritta Bjerregaard,@MerittaB,F,Socialrådgiver
Anders Bøge,@ge_anders,F,
Karsten Filsø,@KarstenFils,F,
Emma Thorup Jacobsen,@EmmaThorup,F,
Niels-Kristian Skoulund Larsen,@SkoulundLarsen,F,"Leve livet, det du ikke dør af gøre dig stærkere"
Signe Munk,@SkoulundLarsen,F,"Leve livet, det du ikke dør af gøre dig stærkere"
Bente Refslund,@BRefslund,F,
Carsten Bach,@carstenbachft,I,"Medlem af Folketinget, MF (Member of Parliament) for Liberal Alliance, valgt i Midt- og Vestjylland."
Ragnar-Gwyn Dixen,@Ragnar_Gwyn,I,
Lene Foged,@LeneFoged,I,
Frederik Jacobsen,@imtherealfrede,I,
Thorbjørn Jacobsen,@tjliberal,I,
HelleJensen,@HelleJensen,I,"En slags menneske fyldt med lyst til mad, søvn og underholdning."
Kennet R. Kolby,@HelleJensen,I,"En slags menneske fyldt med lyst til mad, søvn og underholdning."
Svend Stein Olsen,@SteinSvend1,I,
Mikkel Rentzø,@mikkelrentz,I,"liberalist og kandidat for Liberal Alliance, med frihed og rationalitet på hjernen."
Steffen Troldtoft,@mikkelrentz,I,"liberalist og kandidat for Liberal Alliance, med frihed og rationalitet på hjernen."
Per Asp,@mikkelrentz,K,"liberalist og kandidat for Liberal Alliance, med frihed og rationalitet på hjernen."
Inge Jensen,@mikkelrentz,K,"liberalist og kandidat for Liberal Alliance, med frihed og rationalitet på hjernen."
Marianne Karlsmose,@MKarlsmose,K,Engageret politiker for Kristendemokraterne. Regionsrådsmedlem (KD) i Midtjylland.
Jonas Røjkjær Laustsen,@MKarlsmose,K,Engageret politiker for Kristendemokraterne. Regionsrådsmedlem (KD) i Midtjylland.
Karen-Margrethe Lysholm Jensen,@LysholmKarenM,K,
Steffen Markussen,@3k2csgo,K,"CSGO consultant - developing tools for @leetify - Used to play pro myself, then studied physics and coached. Ask me all you want about CSGO numbers!"
Jens Kr. Mølby Nielsen,@3k2csgo,K,"CSGO consultant - developing tools for @leetify - Used to play pro myself, then studied physics and coached. Ask me all you want about CSGO numbers!"
Marcus Sommerbirk,@Sommerbirk,K,"Lektor på Silkeborg Business College, B.Sc., MBA"
Børge Rostgaard Winkel,@Sommerbirk,K,"Lektor på Silkeborg Business College, B.Sc., MBA"
Freya,@freyaindiaa,M,Words in @spectator @independent @newstatesman etc
Nikolaj Gam-Pedersen,@GamPedersen,M,"Halvnørdet 1. suppleant til FT for Moderaterne i Midt- og Vestjylland, som kæmper for, at vi tør skabe verdens mest stimulerende samfund at være borger i."
Jeppe Søe,@GamPedersen,M,"Halvnørdet 1. suppleant til FT for Moderaterne i Midt- og Vestjylland, som kæmper for, at vi tør skabe verdens mest stimulerende samfund at være borger i."
Majbritt Birkholm Dansk Folkeparti,@BirkholmDF,O,"Ærlighed, ordentlighed og ægte vestjyde!"
Kuno F. Danielsen,@BirkholmDF,O,"Ærlighed, ordentlighed og ægte vestjyde!"
Michael Aastrup Jensen,@michaelaastrup,O,Medlem af Folketinget. Bor og valgt i Østjylland. Udenrigspolitisk ordfører (V) samt tidl. borgmester i Randers. MP and Foreign Affairs spokesperson (Liberal)
Jakob Kjærsgaard,@jmk86,O,Specialsygeplejerske med base i F-ACT psykose. TR. Stor interesse for sport - særligt AaB og MCFC. Forkærlighed for kaffe og whisky - dog hver for sig.
Lone Langballe,@l_langballe,O,
Erling Præstekjær,@pr_st_kj_r,O,"Spidskandidat til kommunalvalget 17, for DF i Herning kommune. Sidder i byrådet i Herning. skriver mest om politik."
Rishi Balachandran,@pr_st_kj_r,Q,"Spidskandidat til kommunalvalget 17, for DF i Herning kommune. Sidder i byrådet i Herning. skriver mest om politik."
ida lund larsen,@idalundlarsen,Q,
Ib Bjerregaard,@idalundlarsen,V,
Thomas Danielsen,@ThDanielsen,V,Medlem af Folketinget - Gruppeformand for Venstre
Ulrich Fredberg,@UlrichFredberg,V,"Læge, adj. prof."
Mads Fuglede,@madsfuglede,V,Udlændinge- og integrationsordfører for Venstre. Opstillet i Ringkøbing-Skjern. Elsk Fædrelandet. Frygt Gud. Ær flaget. Sænk Skatten.
Søren Gade,@SoerenGade,V,
Lone Kastberg,@LoneKastberg,V,
Carsten Kissmeyer,@CKissmeyer,V,"Carsten Kissmeyer - MF, medlem af Regionsrådet i Region Midtjylland, tidl. borgmester Ikast-Brande Kommune"
Kr. Pihl Lorentzen,@kplorentzen,V,Folketingsmedlem og trafikordfører for Venstre.
Jarl Matthiesen,@MatthiesenJarl,V,Jarl Matthiesen. Pensioneret eksportsælger. Engageret i lokalområdet hvor jeg bor. Formand for G77. Frivillig i Røde Kors. Aktiv i lokalpolitik for Venstre.
Kenneth Mikkelsen,@KenHMikkelsen,V,Award-winning Leadership Developer l Leadership Program & Academy Designer l Existential Mentor l Leadership Coach l Social Philosopher l Speaker l Author
Jacob Vestergaard,@jacvestergaard,V,Senior Advisor
Vivi Altenburg,@jacvestergaard,Æ,Senior Advisor
Dennis Flydtkjær,@flydtkjaer,Æ,Far til 3 dejlige børn og derudover Folketingsmedlem
Betina Kastbjerg,@flydtkjaer,Æ,Far til 3 dejlige børn og derudover Folketingsmedlem
Morten Vehl,@flydtkjaer,Æ,Far til 3 dejlige børn og derudover Folketingsmedlem
Maria Temponeras,@MariaTemponeras,Ø,"Folketingskandidat for Enhedslisten, Vestjyllands Storkreds. Klimaaktivist og biolog."
Charlotte Lindberg,@clindberg3,Ø,
Christian I. Jacobsen,@clindberg3,Ø,
Per Møller Jacobsen,@PerMllerJacobs1,Ø,Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker. Ekstrem baconentusiast.Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker.
Aksel Rosager Johansen,@PerMllerJacobs1,Ø,Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker. Ekstrem baconentusiast.Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker.
Peter Sig Kristensen,@PerMllerJacobs1,Ø,Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker. Ekstrem baconentusiast.Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker.
Frederik Madsen,@PerMllerJacobs1,Ø,Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker. Ekstrem baconentusiast.Kaffe lærd. Rejs aficionado. Amatør skaber. Livslang problematiker.
Sabrina Carpenter,@SabrinaAnnLynn,Ø,
LarsDohn,@LarsDohn,Ø,
Dorte Fløjgaard,@LarsDohn,Å,
Rasmus Foged,@FogedRasmus,Å,"Psykiatriordfører for Alternativet, tidl. regionsrådsmedlem, cand.jur. & HA-jur., retsassessor Vestre Landsret, gift og 3 skønne børn, fodbolddommer og elbilist"
Jørn Grønkjær Jensen,@jgroenkjaer,Å,
Kirsten Hindbo,@HindboKirsten,Å,Forsøger at lave et rimeligt aftryk
Lars Holstein,@holstein_lars,Å,"” Hvis du er tålmodig… og venter længe nok… sker der intet!” – cit. Garfield Der er altid et ""ALTERNATIV"""
Stine K. Isaksen,@StineIsaksen,Å,
Didde Krabbe Johannesen,@StineIsaksen,Å,
H.C. Molbech,@StineIsaksen,Å,
Karen Predbjørn Klarbæk,@StineIsaksen,UDEN,
Camilla Fabricius,@CamFabricius,A,"MF S, social- og familieordfører, næstformand for sundhedsudvalget, miljø- psykiatriforkæmper, agf-fan, og nå ja socialt indigneret. mobil:61625864"
Dorthe Hindborg,@dhindborg,A,
Daniel Toft Jakobsen,@dhindborg,A,
Leif Lahn Jensen,@LahnLeif,A,"MF (S) Gruppeformand og tidligere havnearbejder. Valgt på Djursland, gift med Ann. Far til to søde piger."
Jens Joel,@Jens_Joel,A,"Folketingsmedlem (S). Bor i Aarhus, valgt i Østjylland. Far, Finansudvalgsformand og Børne- Undervisnings- samt EU-ordfører for @spolitik. Sms/mobil: 61625181"
Malte Larsen,@MalteLarsen1507,A,Landsformand for Nye Borgerliges Ungdom.
Thomas Monberg,@MalteLarsen1507,A,Landsformand for Nye Borgerliges Ungdom.
Thyge Risvig,@RisvigThyge,A,
Iben Sønderup,@SonderupIben,A,"S-folketingskandidat, byrådsmedlem. Natur, trafikpolitik, uddannelsespolitik, ældreomsorg, ligestilling, klimatilpasning. iben.sonderup@randers.dk Tlf 30486763"
Anna Thusgård Rørstrøm,@A_Thusgaard,A,"25 år. Jurastuderende. 
FT-kandidat for Socialdemokratiet i Aarhus."
Nicolai Wammen,@NWammen,A,Finansminister (@Spolitik). Profilen føres ikke som minister. Mail: minister@fm.dk
Rune Christiansen,@RuneRadikal,B,"Radikal folketingskandidat i Østjylland, lektor i historie og passioneret kværulant, der elsker både tal, viden og værdier."
Rebecca Marie Johansson,@RebeccaMarieJoh,B,Folketingskandidat for Radikale Venstre Randers - Tlf 28 91 08 95 - rebeccamariejohansson@outlook.dk
Susan Kronborg,@kronborgsusan,B,Folketingskandidat i Østjylland ● Kæmper for ligeværd og retsstat samt et liberalt udsyn ●
Mia Nybo,@NyboMia,B,Folketingskandidat - Humanist - bankansat - europæere - dansker - jyde - datter - søster (alt på en gang)
Katrine Robsøe,@NyboMia,B,Folketingskandidat - Humanist - bankansat - europæere - dansker - jyde - datter - søster (alt på en gang)
Hanne Roed,@HanneRoed,B,"Regionsrådsmedlem Region Midt (B) og Næstformand i VIA-UC. Fokus på sundhed, udsatte og uddannelse. Mob. 2496 9631"
Andreas Steenberg,@a_steenberg,B,Næstformand for den Radikale Folketingsgruppe. Politisk ordfører og finansordfører. Og ikke mindst tidl. fodbolddommer.
Frederik Aagaard Sørensen,@a_steenberg,B,Næstformand for den Radikale Folketingsgruppe. Politisk ordfører og finansordfører. Og ikke mindst tidl. fodbolddommer.
Isabella Arendt,@IsabellaArendt,C,"Folketingskandidat i Østjylland. Svarer kun på nuancerede tweets, kun mandag-torsdag. Der skal være plads til familiepolitik i praksis
(Foto: Henrik B. Hansen)"
Lotte Friis Böing,@IsabellaArendt,C,"Folketingskandidat i Østjylland. Svarer kun på nuancerede tweets, kun mandag-torsdag. Der skal være plads til familiepolitik i praksis
(Foto: Henrik B. Hansen)"
Kristian damsgaard,@Kristiandamsga1,C,
Charlotte Green,@Kristiandamsga1,C,
frederikke noa jung,@frederikkejung,C,
Mona Juul,@JuulMona,C,"Folketingsmedlem @konservativedk Ordfører for erhverv, klima og miljø. Tlf.: 61623202 Mail: Mona.Juul@ft.dk"
Marcus Knuth,@MarcusKnuth1,C,"MF, @konservativedk"
Anders Krojgaard Lund,@AndersKLund,C,"Konservativ folketingskandidat 

Tlf: 20898218

Blander mig i debatter om USA, Forsvaret, skatter og samfundets orden.  Snapchat: Andklund IG: AndersK.Lund"
Klaus Nyengaard,@KlausNyengaard,C,"Investor via Nordic Makers. Father & in general too busy. Previously ceo of JUST EAT, ceo of LetsBuild, Chairman of Treatwell - et al. Og kernekonservativ!"
Per Urban Olsen,@urban_per,C,
Heidi Printzen,@Printzen72,C,"Folketingskandidat for Det konservative folkeparti. Tweeter om uddannelsespolitik, politik generelt, sport og samfund"
Søren Vanting,@SrenVanting,C,
Jes Halfdan,@SrenVanting,D,
Karina Kirk,@KarinaKirk8,D,
Jens K. Lundager,@KarinaKirk8,D,
Lars Boje Mathiesen,@LBMathiesen,D,Medlem af Folketinget for Nye Borgerlige.
Lars Axel Nielsen,@LBMathiesen,D,Medlem af Folketinget for Nye Borgerlige.
Inger-Marie Tryde,@TrydeMartensen,D,
Kirsten Normann,@KirstenNormann,F,"FT for SF
Sundheds- og ældreordfører
Boligordfører
Afbureaukratiseringsordfører
Tidligere Formand for FOA i Århus"
Anna Brændemose,@annabraendemose,F,"Stedfortræder i Folketinget for SF
Kultur-, kirke- og handicapordfører"
Morten Siig Henriksen,@mortensiig,F,Fra Hornslet. Byrådsmedlem i Syddjurs og folketingskandidat i Østjylland for SF. Bachelor i statskundskab på AU. mshe@syddjurs.dk 29938499
Sofie Lippert,@mortensiig,F,Fra Hornslet. Byrådsmedlem i Syddjurs og folketingskandidat i Østjylland for SF. Bachelor i statskundskab på AU. mshe@syddjurs.dk 29938499
Charlotte Broman Mølbæk,@mortensiig,F,Fra Hornslet. Byrådsmedlem i Syddjurs og folketingskandidat i Østjylland for SF. Bachelor i statskundskab på AU. mshe@syddjurs.dk 29938499
Rasmus Nordqvist,@mortensiig,F,Fra Hornslet. Byrådsmedlem i Syddjurs og folketingskandidat i Østjylland for SF. Bachelor i statskundskab på AU. mshe@syddjurs.dk 29938499
Søren Lahn Sloth,@mortensiig,F,Fra Hornslet. Byrådsmedlem i Syddjurs og folketingskandidat i Østjylland for SF. Bachelor i statskundskab på AU. mshe@syddjurs.dk 29938499
Charlotte Vindeløv,@mortensiig,F,Fra Hornslet. Byrådsmedlem i Syddjurs og folketingskandidat i Østjylland for SF. Bachelor i statskundskab på AU. mshe@syddjurs.dk 29938499
Louise Brown,@louisebrownstar,I,"Longtime education writer, retired from Toronto Star, current author of trending@tdsb stories of cool schools in Toronto"
Line Brændgaard,@louisebrownstar,I,"Longtime education writer, retired from Toronto Star, current author of trending@tdsb stories of cool schools in Toronto"
Kurt Vind Christiansen,@louisebrownstar,I,"Longtime education writer, retired from Toronto Star, current author of trending@tdsb stories of cool schools in Toronto"
Michael Valentin Ilsø,@louisebrownstar,I,"Longtime education writer, retired from Toronto Star, current author of trending@tdsb stories of cool schools in Toronto"
Steffen Georg Jespersen,@louisebrownstar,I,"Longtime education writer, retired from Toronto Star, current author of trending@tdsb stories of cool schools in Toronto"
Jens Meilvang,@JmMeilvang,I,"Folketingskandidat - Østjylland                                             
Formand for Miljø- og teknikudvalget Norddjurs kommune"
Lisa Perkins,@lisa15minutes,I,PRer
Morten Kolbe Thomsen,@Morten_Kolbe,I,"Hovedbestyrelsesformand for Liberal Alliances Ungdom, Folketingskandidat (LA),
Medicinstuderende"
Alex Vanopslagh,@AlexVanopslagh,I,Partileder for Liberal Alliance. Valgt i Vestjylland.
Nicolai Wang,@nicolai_wang,I,
Ditte Wedege,@DitteWedege,I,
Rolf Bjerre,@RolfBjerre,K,". Pirat & KristenDemokrat
. En-øjet fokus på IT &
Digitale FrihedsRettigheder ."
Henrik Hjortshøj,@RolfBjerre,K,". Pirat & KristenDemokrat
. En-øjet fokus på IT &
Digitale FrihedsRettigheder ."
Birgit W. Jakobsen,@Tigribz,K,I am setting sail for an epic fail
Kristian Søndergaard Larsen,@Tigribz,K,I am setting sail for an epic fail
Hanna-Maria Smed Molte Lyng,@HannaLyng,K,
Nils-Erik Mulvad,@ErikMulvad,K,.
Palle Bjørn Rosenkilde,@BjPalle,K,Jeg er dansker
Henning Østergaard,@BjPalle,K,Jeg er dansker
Henrik Rejnholt Andersen,@RejnholtHenrik,M,"Folketingskandidat for Moderaterne i Østjyllands Storkreds - interesseområde - erhvervslivet , transport , miljø og familien"
Tobias Grotkjær Elmstrøm - Folketingskandidat,@TobiasGrotkjaer,M,"Folketingskandidat for Moderaterne i Østjylland. Advokat med fokus på mennesket, faglighed og sund fornuft."
Can I have a photo Roy?,@canihaveaphoto1,M,Inspired by Peter Crouch’s podcast Roy Keane Gallery
Karin Liltorp,@KarinLiltorp,M,
kim christiansen,@Kim9news,O,9NEWS Anchor/Reporter
Laura Guldager,@Kim9news,O,9NEWS Anchor/Reporter
Daniel Aage Holm,@Kim9news,O,9NEWS Anchor/Reporter
Michael Nedersøe,@Kim9news,O,9NEWS Anchor/Reporter
Daniel Rosenkilde Damhus,@DamhusDaniel,O,Ambitiøs rådgiver indenfor planteproduktion
Anders Vistisen,@AndersVistisen,O,"Public Affairs Director - Grace PA. Fhv. folkevalgt til Europa-Parlamentet 2014-19, Region Midtjylland 2009-14, Randers Byråd 2013-14 samt formand for DF Ungdom"
Extremes_WSL,@ExtremesWsl,O,Thinking the Extreme | Researching the Unknown & Improbable | WSL Research Program Extremes | Tweets are our own | Nick Zimmermann | Astrid Björnsen
Niko Grünfeld,@ExtremesWsl,Q,Thinking the Extreme | Researching the Unknown & Improbable | WSL Research Program Extremes | Tweets are our own | Nick Zimmermann | Astrid Björnsen
Mohamed Abdikarim,@Mohamed29343260,Q,
Karina Dammand,@Mohamed29343260,Q,
Sara Hvidbak Grouleff,@Mohamed29343260,Q,
Ali Khatib,@Mohamed29343260,Q,
Stephan Arnold,@Mohamed29343260,V,
Heidi Bank,@bankHeidi,V,"Fhv. MF (V), Formand for Ligestillingsudvalget, Næstformand Indenrigs- og Boligudvalget. Kan kontaktes på heidibank@mac.com"
Jakob Ellemann-Jensen,@JakobEllemann,V,"Formand for @venstredk. Far, ægtemand, liberal."
Michael Aastrup Jensen,@michaelaastrup,V,Medlem af Folketinget. Bor og valgt i Østjylland. Udenrigspolitisk ordfører (V) samt tidl. borgmester i Randers. MP and Foreign Affairs spokesperson (Liberal)
Gustav Juul,@Juul17,V,"Nordjysk viborgfan, der arbejder i Næstved, bor i København og hader Herning. Danmarks Radio. Snap mig på Fuckingjuul"
Jens Kloppenborg-Skrumsager,@Juul17,V,"Nordjysk viborgfan, der arbejder i Næstved, bor i København og hader Herning. Danmarks Radio. Snap mig på Fuckingjuul"
Louise H. Louring,@LHL_21,V,
Troels Lund Poulsen,@troelslundp,V,"Folketingsmedlem for @venstredk, valgt i Østjyllands Storkreds, Hedensted. Så bliver arbejdet gjort."
Lene Prip-Sørensen,@troelslundp,V,"Folketingsmedlem for @venstredk, valgt i Østjyllands Storkreds, Hedensted. Så bliver arbejdet gjort."
Erik veje Rasmussen,@VejeErik,V,
Tina Lund Sørensen,@tinalund81,V,Politik Sundhed Statsembedsmænd og -institutioner Generelle nyheder
Linda Englyst,@tinalund81,Æ,Politik Sundhed Statsembedsmænd og -institutioner Generelle nyheder
Lone Glarbo,@tinalund81,Æ,Politik Sundhed Statsembedsmænd og -institutioner Generelle nyheder
Ulrik V Knudsen,@UlrikVK,Æ,
Erik Simon Poulsen,@barstoolcadaver,Æ,"ex owner of @OT_SportsBar, now in recovery,  master of zen driving, student of unknown knowns, hack musician. a dessert topping and a floor wax."
Hans Kristian Skibby,@Hans_Kr_Skibby,Æ,"Hans Kristian Skibby MF,  Danmarksdemokraterne"
Mai Villadsen,@MaiVilladsen,Ø,Politisk ordfører for Enhedslisten
Anne Hegelund,@annehegelund89,Ø,Folketingskandidat i Østjylland opstillet for Enhedslisten i Aarhus Vest.
Lisbeth Torfing,@annehegelund89,Ø,Folketingskandidat i Østjylland opstillet for Enhedslisten i Aarhus Vest.
Kristjar Skajaa,@Kristjar,Ø,"Institutleder, Institut for Klinisk Medicin,"
Jesper Yde Knudsen,@JesperYdeK,Ø,"Byrådsmedlem i Syddjurs, kæmper for mere vild natur, mere velfærd og bekæmpelse af klimaforandringer. Gymnasielærer i Biologi, Bioteknologi og Samfundsfag."
Anders Pedersen,@Anders_RedCross,Ø,"International Director, Swedish Red Cross. Former United Nations RC/HC in Jordan."
Karen Budtz-Jørgensen,@budtzweiser,Ø,Idk folk siger man burde have Twitter
Magnus Fage Gislason,@hulepigen,Ø,
Lucasia Gregersen,@hulepigen,Ø,
Rasmus Bøgh Vinther,@hulepigen,Ø,
Mira Issa Bloch,@BlochMira,Å,Folketingskandidat for Å. Fokus på den grønne omstilling og social retfærdighed.
Carsten borup,@Carstenborup3,Å,
Torsten Gejl,@TorstenGejl,Å,MF og politisk ordfører for Alternativet.
Nikoline Erbs Hillers-Bendtsen,@nikoline2b,Å,Folketingskandidat og Unge ordfører for Alternativet
Thor Clasen Jonasen,@ClasenThor,Å,
Vinni Kjærgaard Jørgensen,@ClasenThor,Å,
Mads Damgaard Mortensen (Å),@Mads5408,Å,"Folketingskandidat for Alternativet i Storkreds Østjylland.
Kontakt mig på telf: 61115799 eller mail: mads.mortensen@alternativet.dk"
Thomas Due Nielsen,@ThomasDueNielse,Å,AAU Student & entrepeneur excellence
Berit Naomi Skjernaa,@ThomasDueNielse,Å,AAU Student & entrepeneur excellence
Sarah Geronimo,@JustSarahG,Å,
Helle Wium,@HWium,Å,"Alternativet's Storkredsbestyrelse Østjylland, Mejeriingeniør, Ph.D., Principal application scientist, Bakery R&D"
"Line Aaen ,- Alternativet",@line_aaen,Å,"Folketingskandidat, Underviser på VUC Djursland i dansk og ordblinde. Klima, miljø, mere natur,  livskvalitet og udvikling, pengereform er mærkesager."
Jesper Antonsen,@JesperAntonsen,UDEN,
Chresten H. Ibsen,@JesperAntonsen,UDEN,
